Category,Resume_Details,experience_years,skills
workday,chinna subbarayudu dob implementation erp etl informatica workday consultant maintenance implementation phases requirements analysis hands inbound outbound integrations studio eib writer custom_report types matrix composite writer tool transformation xml different workday eib xslt transformation code strategies validation scenarios along scope requirement documents bug fixes different integrations xml wd_soap rest soap xml exchanger transformation code xml different validation end end perform uat end end validation software life cycle analysis implementation different domain production model excellent interaction proven independently well technical bsc computers yogi vemana kadapa workday technical consultant progile infotech pvt ltd taken south west airlines june present workday technical consultant integrations different ccw eib workday studio new change requests enhancements simple systems eibs connectors day day workday integrations security issues hire terminate changes etc employees expertise payroll interfaces picof peci help workday studio document transformation meet complex payroll requirements send receive third party analytics dashboards multiple sources provide actionable analytics deliverables technical document tdd functional document fdd test scripts effort stakeholders uat arbella insurance group dec may workday consultant hcm payroll needs sessions new future state developer analysis implementation workday hcm solutions global implementation performance population lakh employees complexity perspective multiple ccw integrations demographical eibs inbound outbound studio integrations security groups security policies level utilize in_depth functional technical leading_edge products conjunction industry deliver solutions built integrations different ccw eib strategy sign_off deliverables collaborate uat acceptance test builds fix issues uat phase several complex integrations workday studio eib day day workday hcm security payroll benefits compensation issues phase discussions integrations areas within news peoplesoft consultant customization panels new option test plan defect status transfer documents test scripts excel test director sql queries fetch peoplesoft hrms oracle bridge database deviation third party peoplesoft component interface program unit test scripts test cases unit declaration hereby declare true best name chinna subbarayudus workday workday writer connectors picof document transformation workday studio eib workday security languages xml sql basic shell etl informatica teradata systems linux windows sql developer talend putty appworx maestro winscp,5.1 years,"['calculated fields', 'ccw', 'component interface', 'eib', 'linux', 'oracle', 'peci', 'peoplesoft hrms', 'report writer', 'shell scripting', 'soap', 'sql', 'sql developer', 'web services', 'windows', 'winscp', 'workday', 'workday hcm', 'workday integrations', 'workday studio', 'xml', 'xslt']"
workday,name gopi krishna reddy summery workday consultant workday consultant hcm software life cycle requirements analysis acceptance deployment maintenance change inbound outbound eib concepts eib integrations integrations worker position status leave absence delta changes built types integrations document transformation eib picof cloud connectors writer workday studio xml xpath xslt expert interfaces legacy third party systems hands_on xslt code lower tenant sandbox production object transporter writer strong analytics create groups workbooks create excel worksheet groups create dashboards strong cr_change requests per requirement changes production closely enhancements well production around integrations global workday hcm excellent interpersonal presentation communication ability stand_alone educational bachelor degree jntu technical tyson foods bangalore present workday enhancement workday technical consultant modules benefits compensation time absence create level global level monitor daily schedulers errors build integrations closely production solve issues integrations simple per requirements security groups worker object headcount turnover compensation worker employee demographics build benefit integrations account integrations inbound outbound integrations workday studio cloud connectors eib document transformation unit test integrations uat end build maintain integrations types eib connectors payroll connectors studio write modify technical specifications participate peer independently minimal supervision functional consultants monitor update tool basis manage activities ticket volumes meet sla delivery measures document transformation integrations get changes file csv format xml output sequence generators templates inbound results day day workday hcm integrations issues technical workday studio workday eib birt concepts document transformation oxygen editor workday writer xml xslt full name gopi krishna reddy gender male marital status languages known english telugu kannada software products workday hcm integrations languages xml xslt mvel soap rest hcm modules benefits compensation time absence studio connectors change deduction eib inbound outbound sup orgs objects ide workday studio,3+ years,"['birt', 'calculated fields', 'eib', 'report writer', 'soap', 'web services', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,hari krishna result yrs software yrs relevant workday consultant exceptional ability needs excellent communication proven independently well requirement documents analysis functional requirements extensive complete tenant configurations supervisory roles compensation configuration supervisory job positions compensation salary plans different grades grade allowances security day day workday hcm security compensation issues enhancements end_users integrations within hcm tasks job position creations employee transfers promotions demotions terminations etc part workday requirements careful analysis internal requirements email notifications configurations excellent object supervisory matrix divide inactivate create subordinates extensive hcm org structures center job job families job family groups creation maintenance position job models workday security roles permissions modules compensation time security absence excellent interpersonal strong desire achieve goals product backlog activities valuable player capability share vision achieve goals deadlines workday consultant cts parent riosoft workday developer tcs mca jntu kakinada technical background ncr workday implementation enhancements till ncr corporation till description ncr corporation formerly national cash register computer hardware software electronics provides products enable businesses connect interact transact main products self_service kiosks terminals teller machines check systems barcode scanners consumables provide maintenance roles requirements functional documents migration legacy workday eib workday studio fix issues built many enterprise interface builders eib inbound worker benefits outbound create new workday studio programs ai_statement worker documents birt layout per requirement utp documents workday studio inbound studio programs load compensation adp workday hands_on xslt code lower tenet sandbox production object transporter eib inbound integrations employees emergency contacts compensation one_time payments bank account cost center eib outbound integrations written xslt code downstream systems hands_on different functions complete logics different phase well test factory phase calls update status well clarifications workday hcm workday studio xml xslt writer tcs toyota description toyota motor corporation usually toyota multinational automotive manufacturer toyota aichi japan toyota corporate structure employees worldwide sixth_largest world revenue toyota world second_largest automotive manufacturer toyota world first automobile manufacturer produce million vehicles per year done production vehicle toyota largest revenue roles workday writer integrations third party workday enterprise interface builder eib security sequence generators templates inbound results new pull new hires worker document transformation uses integrations xml output source input new notifications deployment sandbox tenants flow diagrams several complex integrations workday studio eib test test cases test scenarios test cases effort stakeholders uat day day workday hcm security payroll benefits compensation issues phase discussions workday writer birt tool integrations third party workday cloud connect enterprise interface builder eib integrations areas within workday hcm connecters absent workday studio xml xslt xpath oxygen xml catamaran schaumburg usa catamaran roles lead operations peoplesoft technical off_shore assignments technical issue resolution technical lead compensation pharma spin_off peoplesoft hcm applicant conversion peoplesoft resume peoplesoft ensure follows methodology produces quality deliverables effort specifications expertise best practices highly peoplesoft manager self employee self peoplesoft hcm oracle erp systems workday peoplesoft workday modules hcm compensation benefits absence workday studio dashboards database oracle systems ms_dos windows windows unix,6.10 years,"['birt', 'calculated fields', 'core hcm', 'eib', 'oracle', 'oracle 10g', 'report writer', 'unix', 'web services', 'windows', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,harikrishna akula activities integrations requirement go_live phases eibs inbound outbound integrations connectors studio writer necessary benefits payroll finance issues workarounds end hands integrations eib inbound outbound cloud connectors studio xslt studio integrations within bug fixes extensive conversations interfaces online customization commendable languages xslt xtt etv proficient modules benefits payroll compensation talent mass eib inbound transfer third party vendor outbound techno functional consultant upgrade peoplesoft hcm expertise issues hris benefits administration documentation changes functionality due upgrade strong software life cycle peoplesoft designer pages menus code sqr crystal security scheduler code workflow broker wsdl component interface file layout activities issue resolution interaction implementation risk status gap analysis swot analysis cost benefits analysis feasibility analysis quick learner strong analytical communication excel relationships additional systems windows windows linux unix mac ide studio erp peoplesoft sqr crystal query xml publisher simple advance matrix composite workday eib iloads studio ide exchanger xml tool peoplesoft code sqr package visio office suite microsoft excel microsoft word microsoft powerpoint office share point currently workdayconsultant sancus pvt ltd pune workday consultant touchnet present variety integrity identify resolve issues could impact scope time frame meetings requirements eib ccw picof peci studio queries email phones third party define issues cases test fixes prior deployment connectors requirements developers changes requirement document brd functional requirement document frd eib connectors administration hris mass updates maintenance structures job codes configuration line requirements regular maintenance routine entry creates maintains supports variety standard queries metrics provide insight human capital line governance model eib help post go_live activities update frd eib connectors changes issues test plans make sure requirements scripts properly workday writer workday studio eib cloud connectors xml xslt workday consultant slack establishes worker records kronos updates records changes occur track worker time attendance workday kronos workforce timekeeper different types eib inbound outbound eib receive send benefits external vendors wage fidelity workday studio send employee contributions pre_tax amount payroll schedule connectors document transformation etv xtt transformations worker changes studio studio integrations eib connectors mentorship documents integrations strong office include word excel capabilities benefits hire retire xml xslt etv xtt workday writer workday studio eib iload cloud peoplesoft technical consultant affigent customization panels new option sqr crystal test plan defect status transfer documents test scripts excel test director sql queries fetch peoplesoft hrms oracle bridge database deviation third party peoplesoft component interface program unit test scripts test cases unit technical specifications customization issues resolutions interfaces flow closely functional resolve defects uat acceptance test problem areas serve foundation long batch efficiently sql time several sqr peoplesoft hcm microsoft sql database sqr designer code engine bachelore civil avr svr techology nandyala,5.2 years,"['application designer', 'application engine', 'calculated fields', 'ccw', 'component interface', 'eib', 'file layout', 'integration broker', 'linux', 'ms office', 'oracle', 'peci', 'peoplesoft hrms', 'process scheduler', 'ps query', 'report writer', 'sql', 'sqr', 'unix', 'web services', 'windows', 'workday', 'workday studio', 'xml', 'xslt']"
workday,continue solutions assignments would value add merit stream current workday hcm production assignment functional tickets growth path workday consultant accenture hyderabad parent i_fact executive ventures pvt ltd hyderabad maternity leave systems erp workday workday functional concepts events tasks hcm supervisory jobs positions compensation in_depth workday hcm components hierarchies location types cost center region matrix etc proficient workday compensation eligibility rule setup grades grade salary allowance plans bonus stock plans compensation packages writer creation simple integrations inbound outbound connectors eib ability eib outbound get model stream systems erp workday hcm techno_functional consultant accenture hyderabad engagement confidential roles creation maintenance workday supervisory locations positions types hierarchies assignments different models restrictions position job headcount enhancements post_production activities workday hcm functional setup compensation configuration instances security configure workday security maintenance modification enterprise interface builder eib different scenarios built condition rules requirements complex simple options objects executive executive ventures pvt ltd hyderabad roles job executive recruitment job description identify competencies identify source interview candidate coordinate interview respective department complete documentation operations formalities employee database soft form files leaves attendance confirmations performance appraisals performance exit_interviews employee relations queries employees salary leaves attendance transfer etc explain policies strategies benefits employees stop type rumours communications motivate employees basis,Not Found,"['calculated fields', 'core hcm', 'eib', 'report writer', 'workday', 'workday hcm']"
workday,himaja towards greater success hard consistency ability others achieve organizational goals aims around years erp include workday consultant involvement full life cycle deployment upgrades integrations etc includes hcm compensation payroll interface configurations etc extensively strong cr_change request requirement changes production exposure integrations inbound outbound payroll interface implementations workday connectors picof peci raas eib api document transformation studio html load etc third party integrations vendors adp etc functional inbound loads via eib applicant dependent compensation loads outbound integrations eib document transformation demographic end vendors requirement across birt generate bonus letters workday studio workday studio strong multiple environments solution proven communication interpersonal technical software engineer thermo fisher scientific degree bsc computer science tirupathi_2018 implementation workday hcm thermo fisher scientific workday consultant roles requirements functional documents creation end demographic hands_on different functions complete logics eib inbound integrations employees emergency contacts compensation one time payments bank account cost center eib outbound integrations written xslt code downstream systems xslt code per cr_request new xslt code different info types new outbound integrations payroll workday adp payroll workday studio inbound studio programs load compensation adp workday hands_on xslt code lower tenant sandbox production object transporter different phase well test factory phase calls update status well clarifications thermo fisher scientific hr_executive roles end end recruitment activities internal recruitment portal check duplicity track open requirements discussion job requirements plan hire decision mode channel hire requirements social network employee references references candidates vendors etc vendors contract requirements initial shortlist interview interview schedule candidates arrangement logistics interviews arrangement panels non_technical managerial interviews interview coordination discussion unit requirements initiate per requirement declaration hereby declare true best faithfully himaja workday workday hcm workday writer connectors picof document transformation workday studio eib languages xml xslt x_path soap xml xsd wsdl soap xslt systems windows vista windows marital status languages known english telugu hindi,3 years,"['birt', 'calculated fields', 'eib', 'html', 'peci', 'report writer', 'soap', 'web services', 'windows', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,name sumanth royal total platform extensive familiarity integrations extensively conversion integrations technically proficient customizations enhancements writer eib workday studio workday architecture framework inbound outbound integrations eib matrix composite xml xslt soap transformation xml different bug fixes different integrations security complex single instance lookup value lookup validation end end excellent interpersonal communication ability stand_alone tech ece nbkrist nellore technical workday technical consultant abs software solutions pvt ltd first solar inc workday technical consultant duration 2019to description first solar inc manufacturer solar panels provider utility_scale power plants include finance construction maintenance panel inbound studio soap router component load currency rates workday coordinate uat phase new outbound integrations time corrections workday adp payroll code per cr_request new xslt code different info types create new workday studio programs ai_statement worker documents birt layout per requirement utp documents workday studio inbound studio programs load compensation adp workday hands_on xslt code lower tenet sandbox production object transporter eib inbound integrations employees emergency contacts compensation one time payments bank account cost center hands_on different functions complete logics different phase well test factory phase catalent pharma solutions workday consultant duration description catalent global provider delivery solutions drugs biologics cell gene therapies consumer health products industry catalent proven expertise superior flexible solutions right scale help ensure successful product launch tech transfer reliable global supply simple per requirements security groups create level global worker employee demographics build benefit integrations account integrations complex inbound outbound integrations workday studio cloud connectors eib document transformation participate peer document transformation integrations get changes file csv format xml output sequence generators templates inbound results alert notifications creation schedule per request day day workday hcm integrations issues general electric designation oracle dba duration dba description general electric multinational conglomerate head operates segments aviation healthcare power renewable energy digital industry additive venture capital finance oracle software oracle databases upgrades database software new release levels database database storage structures security schema objects indexes views database backups recovery necessary proactively database health preventive corrective action performance erp writer eib workday studio document transformation languages xml xslt x_path systems windows,5.7 years,"['birt', 'calculated fields', 'eib', 'oracle', 'report writer', 'soap', 'web services', 'windows', 'workday', 'workday hcm', 'workday integrations', 'workday studio', 'xml', 'xslt']"
workday,jyoti verma functional hcm consultant exposure improvements activities exceptional ability needs excellent communication proven independently well requirement documents analysis functional requirements extensive complete tenant configurations supervisory roles hcm tasks job position creations employee transfers promotions demotions terminations etc part workday requirements configuration supervisory roll proficient requirements technical requirements architectures day day issues enhancements end_users exposure integrations within careful analysis internal requirements exposure object supervisory matrix divide inactivate create subordinates job job families job family groups creation maintenance position job models maintenance creation workday supervisory locations positions cost centers cost center hierarchies excellent interpersonal strong desire achieve goals compensation salary plans different grades grade allowances currently workday hcm functional consultant icroz solutions pvt ltd hyderabad project_1 workday hcm electronic arts workday consultant duration till extensively validation rules accomplish needs setup needs eligibility criteria workflows security groups exposure standard thorough sources objects day day workday hcm supervisory cost centers cost center hierarchies location hierarchies modification workday definitions simple advance supervisory sub ordinates assign superior move workers locations workday standard wide specific models job positions security policies security groups eib integrations declaration hereby declare true best faithfully jyoti verma degree exams year institute board percentage mechanical govt ajmer saints sec school ajmer raj saints sec school ajmer raj year industry jan jaipur research centre jaipur senior lecturer domain mechanical deptt mechanical deptt year industry aug yagvalkya institute jaipur lecturer counselor domain mechanical deptt mechanical deptt year industry mayurakshi institute jodhpur lecturer domain mechanical deptt mechanical deptt year industry oct feb religare maintenance engineer domain mechanical deptt mechanical deptt,3 years,"['calculated fields', 'eib', 'workday', 'workday hcm']"
workday,madeeswar implementation erp etl informatica workday consultant maintenance implementation phases requirements analysis hands inbound outbound integrations studio eib writer custom_report types matrix composite writer tool transformation xml different workday eib xslt transformation code xml wd_soap rest soap xml exchanger transformation code xml different software life cycle analysis implementation different domain production model excellent interaction proven independently well technica jntu anantapuramu workday technical consultant systems ltd taken gap inc usa present workday technical consultant description gap inc worldwide accessories retailer operates primary divisions gap namesake banner banana republic old navy intermix athleta gap inc largest specialty retailer expertise functional requirement documents build maintain simple matrix nbox search calculation inbound outbound integrations eib worker studio security groups isu isg issg ccw integrations delta changes full file write xslt code transform xml files text files validation test conditions care production issues done enhancements cr_request hands_on xslt code lower tenet sandbox production object transporter provide day day workday integrations issues test scripts effort stakeholders uat collaborate uat acceptance test builds fix issues uat phase alliance healthcare workday technical consultant integrations different ccw eib workday studio new change requests enhancements simple systems eibs connectors day day workday integrations security issues hire terminate changes etc employees expertise payroll interfaces picof peci help workday studio documenttransformation meet complex payroll requirements send receive third party analytics dashboards multiple sources provide actionable analytics deliverables technical document tdd functional document fdd test scripts effort stakeholders uat bumiputra commerce bank etl developer requirements logic etl strong architecture functionality informatica mappings mapplets load transformations unit test cases types mappings transformations source qualifier aggregator expression filter generator joiner update strategy transformations informatica designer performance error informatica mappings production issues within sla production informatica batch jobs failure declaration hereby declare true best name madeeswar workday workday hcm workday writer connectors picof document transformation workday studio eib workday security languages xml xslt x_path sql etl informatica teradata systems linux windows sql developer talend putty appworx maestro winscp,6 years,"['calculated fields', 'ccw', 'eib', 'linux', 'peci', 'report writer', 'soap', 'sql', 'sql developer', 'web services', 'windows', 'winscp', 'workday', 'workday hcm', 'workday integrations', 'workday studio', 'xml', 'xslt']"
workday,mooraboyina guravaiah workday specialist carrier intention step would learn new things profession technical field one changes often learn adopt new would profitable well field workday technical workday enhancement technically proficient customizations enhancements writer eib studio inbound outbound eib concepts eib integrations integrations worker position status leave absence delta changes built types integrations document transformation eib picof cloud connectors writer xml xpath xslt expert interfaces legacy third party systems hands_on xslt code lower tenet sandbox production object transporter writer strong analytics create groups workbooks create excel worksheet groups dashboards strong cr_change requests per requirement changes production closely enhancements well production around integrations global workday hcm excellent interpersonal presentation communication ability stand_alone qualification bachelor science nagarjuna technical technical expertise xml xslt eib connectors functional expertise hcm writer crystal xmlp technical eib studio currently workday consultant jade global pune till jade global pune till workday enhancement designation workday consultant modules benefits compensation time absence create level global monitor schedulers errors build integrations closely production solve issue integrations simple per requirements security groups create level global cal worker employee demographics build benefit integrations account integrations complex inbound outbound integrations workday studio cloud connectors eib document transformation unit test uat end build maintain integrations types eib connectors payroll connectors studio write modify technical specifications participate peer independently minimal supervision stakeholders functional consultants monitor update tool basis manage activities ticket volumes meet sla delivery measures document transformation integrations get changes file csv format xml output sequence generators templates inbound results day day workday hcm integrations issues technical studio workday birt concepts document transformation oxygen editor workday writer xml xslt jade global pune peoplesoft enhancement designation consultant engines bulk external systems track resolve issues current maintain relationships members internal external vendors technical documents towards interfaces conversions documents built records sub records keys records assign edits prompt online changes pages components menus translate values engines bulk external systems code implement specific rules validations enable perform file layout definition get legacy peoplesoft scheduler issues interfaces ran issues queries order help activity query email different country fscm heads query xml publisher file layout engine component interface file layout excel xml persanal father name danaiah gender male marital status declaration declare true best guravaiah,5+ years,"['application engine', 'birt', 'calculated fields', 'ci', 'component interface', 'core hcm', 'eib', 'file layout', 'process scheduler', 'ps query', 'report writer', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,name naresh babu cherukuri take position provides competitive demonstrate abilities strongly enables growth organizational goals extensive industry workday hcm techno functional developer technically proficient implementation maintenance coordinates functional analysts external consultants particularly impact hands_on workday eib enterprise interface builder connectors birt workday studio create amend dashboards configure implement functional changes areas hcm compensation recruitment talent performance workday api xml xslt cloud connect worker outbound eib worker changes hire term address changes compensation changes emea payroll payroll expertise outbound integrations workday studio document transformation integrations get changes file csv format xml output enhancement integrations hire requirements terminations phases fit gap configuration technical document unit test plan sheet per requirement post production many defects change requests coordinators requirements meetings regular intervals order corrective preventive action actions sdlc different phases requirement execution delivery academics bachelor jntu employment history currently consultant thomson reuters corporation bangalore present technical name thomson reuters corporation requirements new integrations workday writer integrations third party enterprise interface builder eib new transactions requirement field transfer promotion etc maintenance day day workday hcm integrations issues create level global sequence generators templates inbound results benefit integrations medical care medical plans connectors lookup audit annual compensation merit talent performance outbound integrations worker document transformation adp payroll writer different functions concepts inbound outbound xslt basis requirement simple per requirements security groups worker employee demographics build benefit integrations account integrations build maintain integrations types eib connectors payroll connectors studio worker object headcount turnover compensation monitor schedulers errors modules benefits compensation time absence closely enhancements inbound outbound eib concepts eib integrations engines bulk external systems track resolve issues current maintain relationships members internal managers hire absence performance external vendor technical documents towards interfaces conversions documents built records sub records keys records assign edits prompt online changes pages components menus translate values engines bulk external systems code implement specific rules validations enable perform file layout definition get legacy peoplesoft scheduler issues interfaces ran issues queries order help activity query email different country hcm heads query xml publisher file layout engine component interface file layout excel xml technical expertise connectors integrations eib inbound outbound benefits compensation time absence studio xslt document transformer birt objects thomson reuters corporation duration workday analyst thomson reuters corporation duration peoplesoft analyst,5+ years,"['application engine', 'birt', 'calculated fields', 'ci', 'component interface', 'eib', 'file layout', 'process scheduler', 'ps query', 'report writer', 'web services', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,venkata saikrishna workday consultant profssional workday consultant integral maintenance creation workday supervisory locations positions cost centers hierarchies requirements organizational hierarchy setup configurable security setup tenant setup different models hire restrictions job position hands compensation module compensation grades compensation eligibility rules allowance plans salary plans plans job job families job family group security groups security security intersection job security models supervisory orgs reorganizations framework types hierarchies strong workday writer standard hands inbound outbound integrations eib connectors issues issues identify fix root causes technical workday consultant value momentum aug_2018 till workday consultant supervisory cost centers cost centre hierarchies location hierarchies maintenance models job positions job requisitions setup end end job offer hire setup external site questionnaires offer letters review documents movements employee changes position inbound outbound termination initiate termination review termination tasks creation benefit plans job job families workday compensation packages salary bonus allowance commission compensation eligibility rules levels job job family job description workflow employee compensation module job families pay ranges supervisor setup setup merit plans merit bonus plan bonus plan merit plan salary plan plan several look value evaluate expression true false conditions arithmetic calculation etc arithmetic calculation maximum minimum simple columns objects setup security groups domain security policies security policies configurations compensation talent benefits configuration workday framework conditional rules guide workflow validate accommodate outcomes integrations tool enterprise interface builder eib built inbound outbound eib segments workday eib workday compensation powerpoint excel windows mba declaration declare particulars true best hyderabad erp systems workday workday modules hcm workday workday notifications alerts security connectors compensation windows windows windows windows,3 years,"['calculated fields', 'core hcm', 'eib', 'report writer', 'web services', 'windows', 'workday', 'workday reports']"
workday,years workday hcm technical consultant workday enhancement custom_report types matrix writer tool schedule per requirements alerts notification transfers ownership task unnecessary schedules work_lets dashboards set announcements set hyperlink help account document transformation integrations get changes file csv format xml output worker employee demographics build benefit integrations account integrations inbound outbound integrations workday studio cloud connectors eib document transformation build maintain integrations types eib connectors payroll connectors studio birt birt per requirement change view etv xtt functions file transform content csv file format employee type contract type local global different countries level security domains level security interact vendor regular basis requirements deployment delegation reassignments shift creation dashboard workday consultant fireeye bangalore till fireeye workday consultant duration till workday enhancement description fireeye publicly cybersecurity detection prevention major cyber attacks provides hardware software investigate cybersecurity attacks protect malicious software analyze security risks requirements configure solution estimation change request execution document transformation integrations get changes file csv format xml output worker employee demographics build benefit integrations account integrations inbound outbound integrations workday studio cloud connectors eib document transformation build maintain integrations types eib connectors payroll connectors studio issues requirement interface programs timely basis etv xtt functions file transform content csv file format technical documents delivery sequence generators definitions systems coordinators requirements daily status onshore managers activities daily status discussion assignments modifications multiple enhancements integrations field kinds simple security groups security group security groups intersection security group level security domains level security bachelor qis jntuk name swetha gender female languages known telugu hereby declare particulars true best best regards swetha workday writer hcm security eib basic studio birt languages xml xslt,3.3 years,"['birt', 'calculated fields', 'core hcm', 'eib', 'report writer', 'workday', 'workday hcm', 'workday studio', 'xml', 'xslt']"
workday,rahul techno functional consultant erp workday hcm expertise workday hcm benefits leave absence workday studio qualifications full life cycle implementation requirement post deployment product hcm modules well integrations hands hcm benefits payroll talent modules expertise writer eib picof workday studio ccw ccb birt calc expertise payroll integrations workday adp picof peci custom_report types matrix writer tool hands birt layouts designer designer transformation xml different expertise workday security leave absence befit plan etc leave families leave types absence condition rules inbound outbound eib ccw ccb workday cal matrix composite birt tool dashboard dash boards leave absence hcm written condition rules steps etc expertise eibs enterprise interface builder within bug fixes different integrations ability creatively analytically workday production interaction streams functional conversion expertise payroll interfaces picof peci help workday studio document transformation meet complex payroll requirements studio requirements functional specifications develop code along utp test cases excellent interaction independently well several complex integrations workday studio eib ccw picof etv xtt functions document transformation xml wd_soap rest soap postman xml exchanger api call requirement across hands new security groups security groups domains security polices security policies security objects software engineer infosys technical b_tech jntu anantapur project_2 implementation workday hcm cdk global workday techno functional consultant description cdk global largest global provider digital solutions automotive dealerships manufacturers countries worldwide world biggest car brands operate global scale small comparison means still person matters make impact growth success opportunities wide range areas world join get make significant requirements functional documents code per cr_request new xslt different info types create new studio programs ai_statement worker documents birt per requirement utp documents workday studio programs load compensation workday eib inbound integrations employees emergency contacts one_time payments bank account cost center eib integrations written xslt code downstream systems hands_on different functions complete logics different phase test factory calls update status well clarifications workday upgrade integrations new change requests enhancements simple matrix integrations systems eib connectors workday studio day day workday integrations security issues onshore requirements implementation enhancement eib birt workday studio integrations notifications integrations etc send receive third_party api call analytics dashboards sources provide actionable analytics workday objects solutions implementation uat production tenants change migration issues leave family leave type absence rules countries per requirements version upgrade integrations expertise payroll interfaces picof peci help workday studio meet complex payroll requirements diff payroll vendors deliverables technical document tdd hands_on xslt code lower tenet sandbox production object transporter new outbound integrations time corrections workday adp payroll project_2 implementation workday hcm cdk global workday consultant description cdk global largest global provider digital solutions automotive dealerships manufacturers countries worldwide world biggest car brands operate global scale small comparison means still person matters make impact growth success opportunities wide range areas world join get make significant customizations records pages components menus per requirements designer job component accommodate inputs systems app engine sqer query component interface import job requisitions peoplesoft file validations functionality emails notifications help send mail scheduler run specific time run recursively specific interval monitor view status new engine program employees third party relocation letters per request daily code implement specific rules validations enable perform workday workday hcm workday writer connectors picof document transformation workday studio eib security birt absence talent languages xml xslt x_path soap xml xsd wsdl soap xslt systems windows vista windows,5+ years,"['ae', 'app engine', 'application designer', 'application engine', 'birt', 'calculated fields', 'ccw', 'ci', 'component interface', 'core hcm', 'eib', 'peci', 'process scheduler', 'ps query', 'report writer', 'soap', 'web services', 'windows', 'workday', 'workday hcm', 'workday integrations', 'workday studio', 'xml', 'xslt']"
workday,ramesh workday hcm consultant erp consultant overall extensive exceptional compensation functional areas hands creation compensation elements configurations updates requirements analysis integrations documentation creation use eib inbound load webservices creation per requirements enhancements eib integrations configuration changes models supervisory orgs reorganizations framework types hierarchies technical solutions platform eib includes fundamentals simple inbound integrations writer security fundamentals sql queries exposure different databases includes sql possess communication keen adapt new effective player technical bachelor mechanical jawaharlal nehru technological kakinada tata consultancy enhancement workday hcm aims community usa workday hcm functional consultant roles workday incidents end troubleshoot issue find root cause incident provide solution written validations object per requirement add remove steps configurations security groups security policy functional areas step condition rules integrations update compensation eligibility rules grade grade inbound integrations load job matrix per requirement clarify end queries guide new workday functionality communicate end better understand case update status incident new set setup eib create modify condition rules per new policy changes new schedules operations workday hcm workday developer roles create workday writer meet needs consumer groups generate different kinds simple matrix meet requirements within workday tenant create ensure delivery composite matrix test designedand built inbound outbound eib integrations segments locations supervisory orgs units cost centers orgs hierarchy location hierarchy create appropriate source objects deliver output end convert contract full time employee list workers contingent workers employees extensively basic integrations eib conversion migrations hcm modules writer create new appropriate sources objects resources integrations peoplesoft hcm amdocs peoplesoft developer requirement documents understand requirement many scratch incident request end interact onsite know status basis issues solution architect prospective implementation workflow overseas team_mates discussions issues resolutions incidents request ewo enhancement orders complex logic coordinate members defect deliveries production activities conduct sessions newly members workday functional areas workday hcm compensation workday inbounds eib writer workday security domain security functional area security groups,5+ years,"['calculated fields', 'eib', 'report writer', 'sql', 'web services', 'workday', 'workday hcm', 'workday reports', 'xslt']"
